"Sport Center","SM","Lake","FMAN","CP","FASS","FENS","admin","SUNUM","President House","Main","Tören","Yurt","SGM","Kütüphane","UM","Rektörlük"
0.0,0.0008959670284133544,0.0050846128862457865,0.009189261835164466,0.0035782683197258342,0.006372565489589983,0.00428384235460135,0.0,0.00013439505426200316,0.0007055740348755166,0.005778987333266136,0.006775750652375992,0.07115098164387551,0.006467761986358902,0.0031246850115915735,0.021100023519134495,0.001965527668581796
0.0007895709437892686,0.0,0.0008511686769926866,0.004222244621397932,0.007845311292544434,0.021514408269775673,0.0085340859456372,2.239917571033386e-05,0.0005655791866859299,0.005392601552262876,0.008875673375219792,0.0014111480697510332,0.10188825051238115,0.00040878495671359293,0.0027382992305883145,0.026156637435742366,0.0009239659980512717
0.003807859870756756,0.0008007705316444355,0.0,0.0056781910425696335,0.003561468937943084,0.011552374872604689,0.008002105522516772,2.239917571033386e-05,0.00015679422997233702,0.0005207808352652622,0.00895407049020596,0.0036454658468568356,0.02655422280460079,0.002351913449585055,0.008562084915275117,0.013181914905531476,0.0007167736227306835
0.010913998364860173,0.004905419480563116,0.006226970847472813,0.0,0.022516771382813112,0.09720122299499379,0.13897008590083884,0.00010639608462408583,0.002251117158888553,0.001601541063288871,0.02724859725162114,0.05033094782112018,0.19058338653137566,0.0041046489489186795,0.03857698036712249,0.32749834806079137,0.008786076672378457
0.0029566911937640695,0.006042177647862559,0.005442999697611128,0.009973232985026151,0.0,0.09754281042457638,0.03583308134260659,2.7998969637917324e-05,0.004916619068418282,0.002178319837829968,0.1276417027853375,0.003628666465074085,0.06893346324855246,0.0014111480697510332,0.019145695438407866,0.03735062549698171,0.0022007190135403015
0.00840529068530278,0.020663239592782986,0.011457178375835769,0.09035827481548679,0.09785079909059347,0.0,0.4731097895597442,0.00018479319961025434,0.005062213710535452,0.00297349057554682,0.1053265239839174,0.007178935815162002,0.2148808923831603,0.0032982786233466607,0.22973154587911165,0.2462733371411932,0.012683533245976548
0.006310967756386565,0.0092116610108748,0.010673207225974084,0.14730257926508306,0.10603769781272049,0.4635173425617937,0.0,5.599793927583465e-05,0.04549272586768807,0.0031582837751570744,0.05572354937338306,0.011098791564470427,0.37448621890714423,0.002531106855267726,0.11762367144889069,0.5412760810402177,0.00740292757226534
2.239917571033386e-05,2.7998969637917324e-05,1.6799381782750396e-05,0.00010079629069650237,4.479835142066772e-05,0.00019599278746542127,6.159773320341812e-05,0.0,5.599793927583465e-06,0.0,6.159773320341812e-05,3.9198557493084255e-05,5.599793927583465e-05,3.9198557493084255e-05,8.399690891375197e-05,0.0003863857810032591,0.004295041942456518
0.00016239402389992049,0.0005095812474100953,0.00019599278746542127,0.0018367324082473764,0.008556485121347535,0.00622137105354523,0.04090649464099721,5.599793927583465e-06,0.0,8.399690891375197e-05,0.0035222703804499993,0.00029678907816192365,0.007363729014772257,0.0001735936117550874,0.0027886973759365654,0.017252965090884656,0.00026319031459642287
0.001965527668581796,0.003483071822956915,0.0010527612583856915,0.0025703054127608105,0.0034270738836810807,0.005661391660786883,0.005700590218279967,5.599793927583465e-06,0.00018479319961025434,0.0,0.006002979090369474,0.001623940238999205,0.06568558277055404,0.0004311841324239268,0.0021839196317575515,0.008623682648478535,0.0002855894903067567
0.0028166963455744827,0.0076717176807893465,0.00496141741983895,0.02358073222905397,0.026660618889224875,0.041483273415538306,0.03487551658098982,4.479835142066772e-05,0.003203082126577742,0.0031526839812294908,0.0,0.0071565366394516685,0.13010001231954665,0.0020215256078576307,0.01729216364837774,0.04580071453370516,0.005554995576162797
0.01645219455924022,0.001999126432147297,0.006299768168531398,0.050896527007806114,0.005784587127193719,0.009200461423019633,0.010314820414608742,2.7998969637917324e-05,0.0005935781563238473,0.000951964967689189,0.013842690588986324,0.0,0.07183975629696827,0.0035726685257982506,0.00383025904646709,0.02930372162304427,0.0016799381782750394
0.04889740057565881,0.08675760732005063,0.017784945514005085,0.17401919609358377,0.08634322256940945,0.23361780286485456,0.37735331339806694,8.399690891375197e-05,0.006887746530927662,0.0755860184345216,0.09153423154027931,0.08365532148416938,0.0,0.012134753441073369,0.07542922420454927,0.8152907972986594,0.007391727984410174
0.008287695012823528,0.00048158227777217796,0.00184233220217496,0.0027047004670228136,0.0020943229289162157,0.002531106855267726,0.00184233220217496,1.6799381782750396e-05,0.00016239402389992049,0.00020159258139300473,0.0034102745018983302,0.0016071408572164545,0.016933776837012398,0.0,0.0017023373539853733,0.007615719741513512,0.0014167478636786166
0.0033654761504776625,0.002167120249974801,0.00694934426413108,0.03231081096215659,0.040671303296038706,0.24645253054687588,0.10408336973199386,7.279732105858505e-05,0.0024303105645712237,0.0014839453908096181,0.03197482332650158,0.00255350603097806,0.09283898352540626,0.0013999484818958661,0.0,0.10555611553494831,0.005135011031594037
0.020618441241362317,0.02934851997446494,0.013271511608372812,0.32796873075070837,0.06919665356314887,0.26911489657180615,0.5385265822217742,0.00037518619314809215,0.018630514397070187,0.006551758895272654,0.049317385120227576,0.03957374368623234,1.0,0.010219623917839824,0.14025243871025547,0.0,0.037065036006674955
0.007548522214382511,0.0007447725923686009,0.0022343177771058024,0.006652555185969156,0.0030966860419536562,0.01719696715160882,0.005023015153042368,0.004020652040004928,0.00026879010852400633,0.00019599278746542127,0.005387001758335294,0.0011703569308649442,0.006557358689200238,0.003841458634322257,0.006854147767362161,0.02563025680654952,0.0
